Id,SalePrice
1461,126410.78925079602
1462,193207.97045279815
1463,177390.28586142062
1464,189656.056059641
1465,193421.1741420917
1466,177806.2647523268
1467,174326.60901706212
1468,173026.31990452867
1469,216347.33398908563
1470,126829.68801252455
1471,173694.2037969886
1472,109815.64802854435
1473,111574.31876097944
1474,173751.5471626923
1475,135419.22155135422
1476,349132.8028964062
1477,247220.5765387098
1478,299757.73659123597
1479,285988.9694515303
1480,393749.6424006096
1481,334570.3200976769
1482,198058.8288265332
1483,175640.9658410295
1484,169292.2991476485
1485,184432.5792877251
1486,195932.05010256902
1487,282795.6793938966
1488,278682.8215857584
1489,222526.434837858
1490,269300.387385307
1491,200028.56232067742
1492,95290.32428080661
1493,180768.1614423573
1494,311590.8010670613
1495,308614.4305229938
1496,252870.08860494327
1497,199735.61561053872
1498,178956.06659331606
1499,189756.9034466106
1500,183187.01948276284
1501,224124.8635988051
1502,169818.3628546005
1503,320104.63355418236
1504,298579.2624201916
1505,278958.0641455336
1506,178852.4685782803
1507,253602.20559495426
1508,199198.02960667797
1509,166812.03460214785
1510,164867.15035811084
1511,144288.25484762888
1512,183177.00313271396
1513,153124.49967301555
1514,178123.47186069583
1515,233297.63143998664
1516,175950.9730412422
1517,194491.0455919534
1518,119716.28199735642
1519,231323.6076698386
1520,134844.57974301546
1521,124740.82056341563
1522,191882.94468555358
1523,109733.1635106131
1524,107496.54696841103
1525,105254.7875005162
1526,133763.00164527306
1527,119656.53411077108
1528,168174.6790707473
1529,142196.6753491371
1530,216040.1453281656
1531,133213.35499407485
1532,112365.66253023855
1533,151127.52684531498
1534,123900.50746663623
1535,163552.71799942316
1536,106175.5319666623
1537,81726.09205040068
1538,176796.68763975648
1539,214057.25134703427
1540,111947.70665556403
1541,162963.6686692483
1542,158720.5955465531
1543,219467.3940631546
1544,77260.29345678422
1545,117303.97738317995
1546,144954.07327927882
1547,147258.5454112588
1548,138081.76839124592
1549,126257.92837115028
1550,141199.65412260202
1551,119183.39723435385
1552,159695.94105786044
1553,165074.17086868957
1554,132412.43014930037
1555,197678.73416546686
1556,147116.46796642133
1557,211168.69701938503
1558,79128.03560870115
1559,181092.11809851258
1560,139771.48186347535
1561,147779.12953285722
1562,99223.86515795553
1563,98302.2379016288
1564,159578.17837466317
1565,158113.18615313387
1566,248982.59412350404
1567,62517.69546711381
1568,289376.8756340086
1569,155410.23753352364
1570,155590.3075196642
1571,123208.4530288401
1572,162260.0582300525
1573,258068.945131732
1574,117314.1623404708
1575,283515.6333720962
1576,235606.6098938705
1577,183276.57024909486
1578,139096.2658730383
1579,142309.92051513674
1580,202844.53864117365
1581,133250.5945190161
1582,125370.03381248715
1583,322951.1811648221
1584,223467.54063583506
1585,150229.54143177392
1586,72531.57029317177
1587,101154.15666724007
1588,156318.19241150393
1589,111197.26476653972
1590,142643.10228714306
1591,75389.31580429222
1592,125067.3327319645
1593,127765.8903107458
1594,161586.75773879315
1595,180727.46966256344
1596,276124.1661667811
1597,180817.2143254736
1598,225418.23150614282
1599,212837.7438532578
1600,197506.83044993345
1601,55954.48675334724
1602,112570.70602162731
1603,67517.388896754
1604,265740.54012183484
1605,265795.0402133304
1606,186749.46183047918
1607,166130.8228023366
1608,228671.26173607248
1609,193224.86646181767
1610,170102.66182623265
1611,159620.8009073246
1612,164735.57922220207
1613,170437.19924741084
1614,119636.28675086095
1615,95479.83985180405
1616,88972.21368681436
1617,107728.61552473286
1618,124716.88138441974
1619,150903.84848658
1620,184974.93174716955
1621,159150.09030952762
1622,147891.47994592233
1623,269865.66904773714
1624,241563.95315817322
1625,110151.07189350658
1626,180912.3929105776
1627,187996.1227335257
1628,264975.638474941
1629,177126.68779171753
1630,371634.41932620713
1631,209289.0460354682
1632,242097.24952304253
1633,169210.98912872438
1634,186813.19295094634
1635,186472.64671034718
1636,171378.35044789032
1637,208653.74069295757
1638,190562.7189944378
1639,177809.68689168248
1640,235509.0615107964
1641,192044.86844581526
1642,279399.719601455
1643,249649.19109060706
1644,249596.12844594536
1645,190040.0088831198
1646,165956.31743650034
1647,158410.159421637
1648,138786.69066231517
1649,145425.52788984455
1650,127764.71490496484
1651,134540.72072147275
1652,121623.64634209058
1653,124411.76383889533
1654,156077.55412759827
1655,151029.99430172268
1656,154392.596142534
1657,152565.849089291
1658,156560.16843285522
1659,142624.80542790782
1660,158989.42810618936
1661,393144.8319173067
1662,361234.95283081045
1663,384922.6162160581
1664,393804.49690684007
1665,314375.2976521899
1666,349608.1505543762
1667,356020.4637787095
1668,362510.81136904616
1669,314202.97208536783
1670,368799.4141515217
1671,307690.38559929916
1672,393017.6433382035
1673,303568.3636126657
1674,262353.65746928594
1675,194007.7656192662
1676,199788.5772528049
1677,220201.7937793444
1678,393759.23947734607
1679,371891.4143273295
1680,317251.5765907334
1681,234772.34245720768
1682,332773.7745040751
1683,186707.13122082947
1684,180984.36908387396
1685,176127.50608615656
1686,172094.27186229586
1687,173843.41663290863
1688,194564.2238042554
1689,189173.25822740287
1690,199997.26434977155
1691,186379.96032205236
1692,252894.39521921563
1693,171950.16345943476
1694,185938.73008727183
1695,171273.07047391927
1696,285856.93471545365
1697,171546.64669023894
1698,361270.5538460815
1699,326366.8409892959
1700,273480.55675031303
1701,286099.0976342177
1702,271465.90302836674
1703,275755.3689626255
1704,313269.97296000953
1705,249635.5589926092
1706,391516.742815701
1707,218525.00748786546
1708,226793.74365706588
1709,290497.6204523642
1710,247363.65562802617
1711,309877.8490372883
1712,265186.35729378177
1713,313391.2207737325
1714,265228.8648534344
1715,249584.92083841932
1716,170349.20192730156
1717,162577.36010473385
1718,103451.10104219113
1719,198941.42569842635
1720,225852.40206301655
1721,169529.38052211778
1722,93796.24503497066
1723,158486.18845362187
1724,209273.88309097715
1725,230914.35939604606
1726,181233.97712104503
1727,150208.19378367177
1728,197523.32798704234
1729,158637.4741552362
1730,145216.50053746437
1731,91700.77708025255
1732,123430.1635918833
1733,109197.59715996693
1734,117389.6261718928
1735,98919.11765711653
1736,90905.79749472794
1737,350315.49194151687
1738,238632.9506479113
1739,302119.04467477184
1740,217476.55329224817
1741,209565.0144828449
1742,193922.72489455115
1743,193295.52769370747
1744,330686.31702824397
1745,242626.78953786756
1746,262899.6275109007
1747,199388.34537439712
1748,220043.36859138834
1749,161747.07033637934
1750,150777.49489789194
1751,227899.28630285733
1752,115287.05955229545
1753,155495.99127257828
1754,193063.8067717809
1755,169977.4651395921
1756,115964.61276376931
1757,111756.79570421384
1758,153862.13303751862
1759,166631.22556325694
1760,192311.3040780337
1761,171167.5246353985
1762,166616.199601397
1763,180671.26006690698
1764,108143.50360234012
1765,186232.4002246608
1766,180900.88228204797
1767,241420.86725655914
1768,145247.68690334403
1769,164164.70655532254
1770,158278.26218978915
1771,122243.22146484905
1772,127609.9196932018
1773,129901.59467102894
1774,128224.65706412139
1775,131771.50224249088
1776,126618.64034177273
1777,102378.55508471157
1778,144841.08878010605
1779,108920.86674502054
1780,180261.50076005803
1781,121614.90706455229
1782,82146.64191888079
1783,148189.04283653176
1784,114151.1019466727
1785,81662.25289299674
1786,128469.17499084298
1787,152623.90779748553
1788,64884.43873541673
1789,87876.29975808458
1790,78761.75060890485
1791,186254.47067367318
1792,158419.3502975594
1793,150342.79046830552
1794,154204.50167018033
1795,125906.12242085132
1796,102474.39947260664
1797,141754.15625046805
1798,107564.53810656285
1799,99938.65587158652
1800,126898.1475987936
1801,142953.35258687031
1802,146568.30747650022
1803,165403.42061597185
1804,146540.10835728608
1805,136789.38329393053
1806,129713.91564186766
1807,139560.28884445573
1808,132872.50956456526
1809,120017.85584013944
1810,145101.24784225627
1811,83943.4869971313
1812,95848.72899721036
1813,133197.28822161586
1814,78623.72954014073
1815,66210.55393190976
1816,94030.13864110099
1817,104713.38673721792
1818,129536.05545851844
1819,141893.931266225
1820,81297.80169984492
1821,87043.04222513616
1822,147312.5999985973
1823,52533.70497969817
1824,120433.94607002786
1825,151429.70488308993
1826,104129.8603344076
1827,106698.45076760456
1828,139959.025961648
1829,118878.64982734097
1830,129536.14627334685
1831,155044.0072549894
1832,88929.94013687197
1833,137943.91665553398
1834,139479.97971013025
1835,112460.91581207118
1836,95719.93501437223
1837,90161.7243277487
1838,149130.991817659
1839,85779.3811493188
1840,151967.97424783348
1841,121536.90241033914
1842,101844.69363584652
1843,143811.43778563425
1844,143399.98099479498
1845,143880.19668971305
1846,151095.0121724577
1847,198339.5126602066
1848,60293.8937757512
1849,99324.01428384129
1850,113699.41354998288
1851,158168.36745264006
1852,122102.24453346689
1853,138795.73824244968
1854,166839.98048313873
1855,158055.0973332299
1856,224426.3544608889
1857,167315.58667448204
1858,137157.9835404859
1859,96397.12219086234
1860,159084.73292940014
1861,95762.74348984224
1862,241379.63832326297
1863,239179.86197006176
1864,239193.83454605564
1865,364717.105245292
1866,346935.34289997065
1867,225107.66312387562
1868,291978.2798343794
1869,211668.5224816237
1870,230224.24487071813
1871,227797.98539142497
1872,174812.20310340988
1873,274917.8534012282
1874,140235.15579621395
1875,210392.91327464167
1876,207027.84942071393
1877,215802.86685100032
1878,211342.91032424942
1879,129965.05808027279
1880,129703.66807768957
1881,238271.30376251484
1882,235931.73024214577
1883,195522.4357794839
1884,207456.39494998983
1885,240718.61323377595
1886,261651.5552143331
1887,221721.4294937411
1888,262410.5857107658
1889,172357.15165640393
1890,123412.90819345087
1891,118546.65109736727
1892,89190.92732449592
1893,142264.99182250458
1894,89126.9904784181
1895,149907.90044285648
1896,139072.65876576724
1897,120006.86095471197
1898,135154.01419412292
1899,147517.94409926215
1900,156366.69531071832
1901,185209.89472422158
1902,146800.94407000678
1903,204110.08753232536
1904,150754.46046963322
1905,187410.4316476312
1906,170932.88881482044
1907,238016.7748962358
1908,129022.39951649675
1909,172334.26905585956
1910,144772.36182249
1911,197814.16864668246
1912,340220.2518754887
1913,143915.50774401336
1914,63255.26320133699
1915,304737.4043690654
1916,58781.11999002946
1917,249296.9903491338
1918,159190.54199421348
1919,180737.59621704713
1920,171259.51872651186
1921,375417.4064886573
1922,353471.57036487345
1923,209642.5184131612
1924,281503.6909086645
1925,225166.31923457506
1926,384526.20494921226
1927,129432.30006713017
1928,167448.425959258
1929,135792.77095549856
1930,137207.85316466316
1931,157170.26414441373
1932,154024.13118138444
1933,176066.5653709668
1934,182597.96060356387
1935,178676.6690614991
1936,182264.24720476492
1937,180916.53403413334
1938,176450.52268328067
1939,261527.6914244777
1940,186613.28381942198
1941,176686.30940072646
1942,197844.474872581
1943,207284.590446591
1944,330083.6586252947
1945,389990.0847821428
1946,173228.76272296245
1947,335515.06725714833
1948,185766.73638005197
1949,227229.4570385408
1950,172935.78531962523
1951,288121.0592504025
1952,250070.24062199818
1953,184768.86583371193
1954,188809.89449986405
1955,156250.49950305786
1956,278725.3632096363
1957,162566.18253681005
1958,270087.3132565393
1959,142705.27561454996
1960,108081.68268718921
1961,124028.44385635397
1962,110751.96400315006
1963,127762.57153327271
1964,126706.4599446086
1965,153475.531739779
1966,150950.4347563791
1967,294564.9133043266
1968,382448.2832919263
1969,388910.4781881974
1970,377050.15820244874
1971,392916.7821094607
1972,364416.3719464762
1973,277377.5875608204
1974,330420.7885577794
1975,393862.5329462961
1976,316291.90211434726
1977,382217.9148663393
1978,334093.3272929437
1979,320748.82693897455
1980,200239.2172175503
1981,348883.913039635
1982,224181.41402092253
1983,194485.02533698315
1984,182138.43914740448
1985,219500.0398511063
1986,222149.69247595425
1987,185237.93282178318
1988,180001.32763174083
1989,189344.2812866929
1990,203013.44636123418
1991,216614.5365281973
1992,216623.63119305056
1993,175623.9424949508
1994,226176.00088345283
1995,185590.96316737987
1996,279130.8129717283
1997,278133.8637802977
1998,353026.72083702753
1999,286632.2933312678
2000,274591.61440427275
2001,292730.9681018223
2002,280026.71848653466
2003,268443.2936132867
2004,311233.15655081655
2005,238573.1786124813
2006,223824.84612165648
2007,267595.22106329596
2008,242663.42440420605
2009,196592.57187788808
2010,193304.2099206925
2011,67869.81466280867
2012,149644.3974333495
2013,174646.77547567408
2014,189963.00603895297
2015,197384.26512957987
2016,197243.81043652364
2017,192145.16038040945
2018,126540.89352154669
2019,131982.5334215582
2020,139234.69721126746
2021,96041.97348392771
2022,223728.56336175205
2023,152429.00420369563
2024,298435.0402980853
2025,356458.1828067591
2026,176864.6513825574
2027,172050.57752845928
2028,169961.33814141035
2029,174295.62263212018
2030,279484.1648621678
2031,252495.2917423947
2032,260784.63091677142
2033,281279.341460263
2034,182391.2774560189
2035,253794.72910354793
2036,216969.95161588525
2037,222817.45692905685
2038,314279.90001188125
2039,241331.236808986
2040,374236.3825638699
2041,293491.7139215572
2042,209973.08441163134
2043,164542.81034200435
2044,169724.56920851234
2045,175966.35787917886
2046,139680.85596751343
2047,155311.60668733047
2048,144465.954451301
2049,127776.34499089333
2050,166110.17780052457
2051,113049.05249893026
2052,132660.86622668654
2053,148650.97217478591
2054,86262.29013287385
2055,146948.7877427209
2056,142499.05421000224
2057,118596.32391986411
2058,222209.24825472687
2059,137814.36888104884
2060,175593.0219394743
2061,189979.3841171016
2062,126686.64439466163
2063,98432.27694506946
2064,139241.78190241253
2065,103913.13074858244
2066,163405.44458119283
2067,140008.32557873504
2068,131957.62317285035
2069,68105.49023102809
2070,100622.78625018196
2071,98262.29577684752
2072,130170.82408974363
2073,147292.6075320265
2074,183279.54988139612
2075,151789.93380720488
2076,123902.76103522233
2077,140444.48417849955
2078,118743.50671331721
2079,142678.93723134315
2080,121645.23892352181
2081,132336.15341012803
2082,111717.19501372798
2083,153634.94833103401
2084,105860.23429071353
2085,114308.2643719176
2086,135761.72372841425
2087,129898.68312380179
2088,103927.48415116282
2089,81119.77386188706
2090,138124.44116673357
2091,91487.1019829363
2092,136846.46806878608
2093,129329.88994906531
2094,141456.00964734954
2095,126414.37191298469
2096,69217.35213873872
2097,85359.5952786279
2098,140044.07065429032
2099,80322.7474844333
2100,78462.3545941634
2101,93067.56787230891
2102,133624.90390004183
2103,106347.10180374567
2104,125483.48214047572
2105,144098.5158926546
2106,79206.13339925071
2107,185313.6111263834
2108,115892.272421282
2109,103082.89813615533
2110,119254.96937452961
2111,143137.86464105558
2112,137939.1470527195
2113,131185.90543613094
2114,138786.19080055284
2115,166990.3763807167
2116,123325.25946381853
2117,155036.2655427865
2118,96057.6517057131
2119,92982.31374376247
2120,134695.98723510187
2121,79669.00685315524
2122,115174.19583976564
2123,102119.55785215256
2124,184890.8711307757
2125,122236.20572715077
2126,186164.2473839667
2127,136231.75344679074
2128,93500.27779608371
2129,80656.94895989422
2130,137216.68930169995
2131,131358.46816900698
2132,113783.26200372155
2133,110228.52475825459
2134,125106.33321042264
2135,84943.43139846693
2136,62533.189135117835
2137,103698.42294990503
2138,143836.2616889638
2139,148208.27897539068
2140,123014.33819142693
2141,149184.91318147196
2142,130942.73425631899
2143,150958.70957738342
2144,144724.33430065814
2145,120754.24310592454
2146,153450.91719522967
2147,208188.40072958253
2148,133941.59891485766
2149,148269.46776308378
2150,233208.9136682787
2151,110848.50553078251
2152,269938.81883127335
2153,176503.78564921636
2154,96527.55233464486
2155,133392.0449974497
2156,247777.81811035445
2157,234781.8003574173
2158,220181.5085987516
2159,194673.98845254586
2160,174894.62874545628
2161,231809.7867256562
2162,384940.08323542174
2163,363077.9600441171
2164,226511.5970696449
2165,209987.5766384876
2166,147373.62477228598
2167,219447.53632830974
2168,213825.43998813958
2169,197113.0293536432
2170,217646.88203683888
2171,147392.1593560129
2172,151023.0691271096
2173,156402.99884711206
2174,228910.96438328124
2175,274435.28739943623
2176,277976.45346086484
2177,235564.85748912886
2178,216481.59022751628
2179,152375.1471240325
2180,212426.25748600694
2181,183452.75354667427
2182,213392.7687382656
2183,180642.49377912664
2184,124259.75207677642
2185,120622.4285529813
2186,154412.47131729918
2187,148053.4081570995
2188,141637.2225182571
2189,335809.92767199705
2190,87183.928583134
2191,59692.633986571134
2192,94836.47082141298
2193,96726.89990515201
2194,72527.7033207452
2195,103723.58373777295
2196,89981.18446251222
2197,122956.0049770266
2198,148050.833746657
2199,167651.0467066639
2200,165396.70055393095
2201,150608.0244013656
2202,204181.93319955183
2203,153609.09120035847
2204,199442.71393142984
2205,130599.68730694501
2206,173749.187379007
2207,221880.4233390476
2208,270180.6173797799
2209,228215.40464413248
2210,140227.76524798287
2211,108834.11434997822
2212,118904.0392218559
2213,65140.7973415661
2214,145269.95352311578
2215,93149.23747945235
2216,145709.16691830935
2217,51577.593444706414
2218,88643.72925308932
2219,107457.45088603692
2220,86045.16075642373
2221,312309.675287788
2222,273925.712131866
2223,260200.21053862618
2224,218273.55166465623
2225,141687.39696407522
2226,186427.34680825056
2227,190150.12657110704
2228,261159.66186968234
2229,265202.72886169655
2230,170111.86855002388
2231,216781.40409312228
2232,166976.21371901716
2233,184897.21161653035
2234,253176.80783176675
2235,228113.0098069967
2236,272148.35976069735
2237,345278.6597299825
2238,190668.3977673979
2239,86495.32543263823
2240,165130.93916303388
2241,159934.6020092818
2242,128027.44055495407
2243,132046.28429000842
2244,93865.90880786588
2245,104053.8972516825
2246,146996.40911787126
2247,119995.63951778547
2248,131198.7746187851
2249,124237.3375404523
2250,137184.44848196403
2251,117952.34279303717
2252,170896.94480126808
2253,169043.72443153942
2254,172889.32864500667
2255,189410.37676142468
2256,178686.8491151842
2257,193136.59444153035
2258,172577.6861759777
2259,176025.96932842085
2260,183106.21701912308
2261,169120.25594397506
2262,216522.06419522763
2263,383083.4387162177
2264,393430.4289341189
2265,226323.60430070705
2266,296534.82491235586
2267,392022.85909898323
2268,391043.8754492777
2269,158794.3274184377
2270,193372.87824926781
2271,207410.6723503585
2272,209082.74259139146
2273,162169.96228554758
2274,184335.6271532359
2275,173558.80443710578
2276,183378.8648686994
2277,181020.95796861683
2278,155308.50894860318
2279,119667.77199087605
2280,121435.9324714443
2281,159349.69095806952
2282,167929.02100981065
2283,113361.96843964416
2284,132505.9726897147
2285,150623.11914393154
2286,128557.67424877948
2287,367325.0727737309
2288,281522.4382391166
2289,348206.29669231805
2290,388735.7538001991
2291,323632.13542195054
2292,391925.14314802765
2293,393133.11062367953
2294,355609.5641236055
2295,393592.7795551314
2296,312357.80577763385
2297,340580.2318583875
2298,342140.0535545829
2299,350326.98089606804
2300,353496.215227818
2301,294591.88302057656
2302,264182.5316453669
2303,249988.00166170424
2304,244424.64439845658
2305,213291.5568113188
2306,211399.81069259136
2307,202069.61056659248
2308,212283.19721303327
2309,285168.07617134776
2310,204535.33645081593
2311,212221.89944425435
2312,175914.99344667606
2313,178208.57593585245
2314,175217.58288925423
2315,175795.1926554097
2316,194934.65448931846
2317,184209.92700578115
2318,173747.58229388646
2319,175724.06721429748
2320,171243.02093436726
2321,236745.16450314666
2322,190513.58096501807
2323,173635.2104701773
2324,186623.05788360082
2325,194306.6718167724
2326,174528.6426610125
2327,198380.8400514379
2328,206537.3901822888
2329,191774.63230919465
2330,178389.81718974456
2331,364070.3020911132
2332,373090.45634873235
2333,338020.8424206182
2334,260888.53138041546
2335,276701.23515163554
2336,323768.14665752294
2337,199754.0108740087
2338,293827.9102660996
2339,233750.23572780497
2340,387810.1124884118
2341,232840.24046634874
2342,249760.3256478267
2343,250156.84465352638
2344,242242.6830669037
2345,251296.93079901036
2346,213147.47070529242
2347,202668.87759829796
2348,239846.98646765592
2349,188979.34765885866
2350,311206.89546619164
2351,253402.7288126372
2352,266333.1648273076
2353,280023.7315616306
2354,98595.5612649857
2355,68303.41464091625
2356,152678.23275779054
2357,185445.01469055677
2358,188977.32436585517
2359,144426.2487218922
2360,121849.59128169324
2361,145427.4760453693
2362,296377.11691897677
2363,134454.8625491166
2364,168745.92222317893
2365,216894.7329981352
2366,181750.09627166318
2367,210946.44418801443
2368,201675.894567032
2369,199308.49702601397
2370,176052.1880897369
2371,170893.0421856969
2372,199395.66357083607
2373,276225.0573321967
2374,311526.39219598996
2375,265951.4008911998
2376,332093.60235537234
2377,361093.23121877114
2378,155424.2391992116
2379,214085.84971567
2380,162129.92351855824
2381,183994.28984994075
2382,196818.3228754706
2383,201919.7198964973
2384,247119.45147850824
2385,164623.66872259596
2386,148411.96123322917
